Date,TotalRevenue,CostOfRevenue,GrossProfit,OperatingIncome,NetIncome,BasicEPS,DilutedEPS,EBITDA,TotalAssets,TotalLiabilitiesNetMinorityInterest,TotalEquityGrossMinorityInterest,TotalDebt,CashAndCashEquivalents,FreeCashFlow,OperatingCashFlow,CapitalExpenditure,DilutedAverageShares,TotalRevenue_QoQ_pct,TotalRevenue_YoY_pct,CostOfRevenue_QoQ_pct,CostOfRevenue_YoY_pct,GrossProfit_QoQ_pct,GrossProfit_YoY_pct,OperatingIncome_QoQ_pct,OperatingIncome_YoY_pct,NetIncome_QoQ_pct,NetIncome_YoY_pct,BasicEPS_QoQ_pct,BasicEPS_YoY_pct,DilutedEPS_QoQ_pct,DilutedEPS_YoY_pct,EBITDA_QoQ_pct,EBITDA_YoY_pct,TotalAssets_QoQ_pct,TotalAssets_YoY_pct,TotalLiabilitiesNetMinorityInterest_QoQ_pct,TotalLiabilitiesNetMinorityInterest_YoY_pct,TotalEquityGrossMinorityInterest_QoQ_pct,TotalEquityGrossMinorityInterest_YoY_pct,TotalDebt_QoQ_pct,TotalDebt_YoY_pct,CashAndCashEquivalents_QoQ_pct,CashAndCashEquivalents_YoY_pct,FreeCashFlow_QoQ_pct,FreeCashFlow_YoY_pct,OperatingCashFlow_QoQ_pct,OperatingCashFlow_YoY_pct,CapitalExpenditure_QoQ_pct,CapitalExpenditure_YoY_pct,DilutedAverageShares_QoQ_pct,DilutedAverageShares_YoY_pct
2025-03-31,,448000000.0,1452000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,1785000000.0,438000000.0,1347000000.0,436000000.0,313000000.0,0.700821,0.700821,618000000.0,17966000000.0,5350000000.0,12616000000.0,2093000000.0,664000000.0,583000000.0,746000000.0,-163000000.0,444238229.0,,,-2.232142857142857,,-7.231404958677685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30,1782000000.0,430000000.0,1352000000.0,598000000.0,423000000.0,0.954741,0.954741,846000000.0,17850000000.0,6089000000.0,11761000000.0,2416000000.0,618000000.0,542000000.0,704000000.0,-162000000.0,443331347.0,-0.16806722689075632,,-1.82648401826484,,0.3711952487008166,,37.15596330275229,,35.14376996805112,,36.23179099941353,,36.23179099941353,,36.89320388349515,,-0.6456640320605589,,13.813084112149532,,-6.77710843373494,,15.432393693263258,,-6.927710843373494,,-7.032590051457976,,-5.630026809651475,,0.6134969325153374,,-0.20414316931737994,
2025-12-31,2009000000.0,493000000.0,1516000000.0,378000000.0,332000000.0,0.751605,0.751605,777000000.0,17940000000.0,6026000000.0,11914000000.0,2372000000.0,371000000.0,598000000.0,756000000.0,-158000000.0,438717741.0,12.738496071829406,,14.651162790697676,,12.1301775147929,,-36.78929765886287,,-21.513002364066196,,-21.276555631317812,,-21.276555631317812,,-8.156028368794328,,0.5042016806722689,,-1.0346526523238628,,1.3009097865827735,,-1.8211920529801324,,-39.967637540453076,,10.33210332103321,,7.386363636363637,,2.4691358024691357,,-1.0406676701794335,
2026-03-31,2087000000.0,493000000.0,1594000000.0,636000000.0,459000000.0,1.046153,1.046153,898000000.0,17944000000.0,6132000000.0,11812000000.0,2448000000.0,400000000.0,349000000.0,505000000.0,-156000000.0,437791768.0,3.882528621204579,,0.0,10.044642857142858,5.145118733509235,9.77961432506887,68.25396825396825,,38.25301204819277,,39.18920177486847,,39.18920177486847,,15.572715572715573,,0.022296544035674472,,1.7590441420511118,,-0.8561356387443344,,3.204047217537943,,7.816711590296496,,-41.63879598662207,,-33.2010582010582,,1.2658227848101267,,-0.21106349560639265,
2026-06-30,1954000000.0,,,558000000.0,448000000.0,1.02,1.02,819000000.0,18079000000.0,6954000000.0,11125000000.0,2941000000.0,577000000.0,743000000.0,920000000.0,-177000000.0,438611374.0,-6.37278390033541,9.467787114845938,,,,,-12.264150943396226,27.981651376146786,-2.3965141612200433,43.13099041533546,-2.499921139642107,45.54358388233229,-2.499921139642107,45.54358388233229,-8.797327394209354,32.5242718446602,0.7523406152474365,0.6289658243348547,13.405088062622308,29.98130841121495,-5.816119200812732,-11.818325935320228,20.13888888888889,40.51600573339704,44.25,-13.102409638554215,112.89398280802291,27.4442538593482,82.17821782178217,23.324396782841823,-13.461538461538462,-8.588957055214724,0.18721366181558716,-1.2666300720373167
