Date,TotalRevenue,CostOfRevenue,GrossProfit,OperatingIncome,NetIncome,BasicEPS,DilutedEPS,EBITDA,TotalAssets,TotalLiabilitiesNetMinorityInterest,TotalEquityGrossMinorityInterest,TotalDebt,CashAndCashEquivalents,FreeCashFlow,OperatingCashFlow,CapitalExpenditure,DilutedAverageShares,TotalRevenue_QoQ_pct,TotalRevenue_YoY_pct,CostOfRevenue_QoQ_pct,CostOfRevenue_YoY_pct,GrossProfit_QoQ_pct,GrossProfit_YoY_pct,OperatingIncome_QoQ_pct,OperatingIncome_YoY_pct,NetIncome_QoQ_pct,NetIncome_YoY_pct,BasicEPS_QoQ_pct,BasicEPS_YoY_pct,DilutedEPS_QoQ_pct,DilutedEPS_YoY_pct,EBITDA_QoQ_pct,EBITDA_YoY_pct,TotalAssets_QoQ_pct,TotalAssets_YoY_pct,TotalLiabilitiesNetMinorityInterest_QoQ_pct,TotalLiabilitiesNetMinorityInterest_YoY_pct,TotalEquityGrossMinorityInterest_QoQ_pct,TotalEquityGrossMinorityInterest_YoY_pct,TotalDebt_QoQ_pct,TotalDebt_YoY_pct,CashAndCashEquivalents_QoQ_pct,CashAndCashEquivalents_YoY_pct,FreeCashFlow_QoQ_pct,FreeCashFlow_YoY_pct,OperatingCashFlow_QoQ_pct,OperatingCashFlow_YoY_pct,CapitalExpenditure_QoQ_pct,CapitalExpenditure_YoY_pct,DilutedAverageShares_QoQ_pct,DilutedAverageShares_YoY_pct
2025-06-30,1147703000.0,668741000.0,478962000.0,164136000.0,146015000.0,0.99,0.98,183995000.0,3742963000.0,1555711000.0,2187252000.0,93629000.0,1487822000.0,108769000.0,125045000.0,-16276000.0,149053000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30,1186056000.0,671600000.0,514456000.0,195733000.0,170670000.0,1.16,1.15,215604000.0,3707225000.0,1624212000.0,2083013000.0,95254000.0,1375807000.0,212280000.0,228837000.0,-16557000.0,148422000.0,3.3417181971293966,,0.4275197722287104,,7.410608774808858,,19.250499585709413,,16.88525151525528,,17.171717171717166,,17.3469387755102,,17.17927117584717,,-0.9548050568493462,,4.403195709228771,,-4.765751728653123,,1.7355733800425082,,-7.528790406379257,,95.16590204929713,,83.00371866128194,,-1.7264684197591547,,-0.42333934909059195,
2025-12-31,1421479000.0,806840000.0,614639000.0,286476000.0,251039000.0,1.71,1.69,305651000.0,4095689000.0,1759966000.0,2335723000.0,91982000.0,1817820000.0,465642000.0,480532000.0,-14890000.0,148450000.0,19.849231402227215,,20.136986301369863,,19.473579859113315,,46.360603475142156,,47.0902912052499,,47.413793103448285,,46.956521739130444,,41.76499508357915,,10.478565503847218,,8.3581453652602,,12.131945407925922,,-3.43502635059945,,32.1275440523271,,119.3527416619559,,109.9887692986711,,10.068249078939422,,0.01886512781124092,
2026-03-31,1085523000.0,602243000.0,483280000.0,138709000.0,143463000.0,0.99,0.98,157258000.0,3848588000.0,1637194000.0,2211394000.0,88155000.0,1741546000.0,188954000.0,202793000.0,-13839000.0,147002000.0,-23.634256995706586,,-25.357815675970453,,-21.371732024814566,,-51.580935226685654,,-42.852305817024444,,-42.10526315789473,,-42.01183431952663,,-48.54981662091732,,-6.033197344817929,,-6.975816578274808,,-5.3229342691748975,,-4.160596638472745,,-4.195904985092033,,-59.42075671868088,,-57.79823195957814,,7.058428475486904,,-0.9754125968339509,
2026-06-30,1227234000.0,619294000.0,607940000.0,259121000.0,235697000.0,1.64,1.63,278102000.0,4034065000.0,1682320000.0,2351745000.0,84388000.0,1749679000.0,149910000.0,166708000.0,-16798000.0,145038000.0,13.054628966866662,6.9295802136964,2.8312491801482125,-7.3940434338555585,25.794570435358384,26.928649872014898,86.80907511408776,57.869693424964666,64.29114126987446,61.41971715234737,65.65656565656565,65.65656565656565,66.3265306122449,66.3265306122449,76.84442126950616,51.14649854615615,4.819351928551458,7.777314389696077,2.7563013302027737,8.138336747635003,6.346720665788186,7.520532613526014,-4.273155237933186,-9.869805295367888,0.4669988619307213,17.600022045647933,-20.663230204176678,37.82419623238239,-17.794006696483606,33.318405374065335,-21.381602716959318,-3.207176210371099,-1.336036244404838,-2.693672720441722
