Date,TotalRevenue,CostOfRevenue,GrossProfit,OperatingIncome,NetIncome,BasicEPS,DilutedEPS,EBITDA,TotalAssets,TotalLiabilitiesNetMinorityInterest,TotalEquityGrossMinorityInterest,TotalDebt,CashAndCashEquivalents,FreeCashFlow,OperatingCashFlow,CapitalExpenditure,DilutedAverageShares,TotalRevenue_QoQ_pct,TotalRevenue_YoY_pct,CostOfRevenue_QoQ_pct,CostOfRevenue_YoY_pct,GrossProfit_QoQ_pct,GrossProfit_YoY_pct,OperatingIncome_QoQ_pct,OperatingIncome_YoY_pct,NetIncome_QoQ_pct,NetIncome_YoY_pct,BasicEPS_QoQ_pct,BasicEPS_YoY_pct,DilutedEPS_QoQ_pct,DilutedEPS_YoY_pct,EBITDA_QoQ_pct,EBITDA_YoY_pct,TotalAssets_QoQ_pct,TotalAssets_YoY_pct,TotalLiabilitiesNetMinorityInterest_QoQ_pct,TotalLiabilitiesNetMinorityInterest_YoY_pct,TotalEquityGrossMinorityInterest_QoQ_pct,TotalEquityGrossMinorityInterest_YoY_pct,TotalDebt_QoQ_pct,TotalDebt_YoY_pct,CashAndCashEquivalents_QoQ_pct,CashAndCashEquivalents_YoY_pct,FreeCashFlow_QoQ_pct,FreeCashFlow_YoY_pct,OperatingCashFlow_QoQ_pct,OperatingCashFlow_YoY_pct,CapitalExpenditure_QoQ_pct,CapitalExpenditure_YoY_pct,DilutedAverageShares_QoQ_pct,DilutedAverageShares_YoY_pct
2024-12-31,,,,,,,,,,,,,,-55431000.0,,-353473000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,1036600000.0,731900000.0,304700000.0,261300000.0,137500000.0,0.48,0.48,265600000.0,11486952000.0,6194514000.0,5292438000.0,4724247000.0,1656089000.0,38120000.0,,-177775000.0,286458333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,168.77018274972488,,,,49.70620103940047,,,
2025-06-30,1042677000.0,789097000.0,253580000.0,173486000.0,88422000.0,0.3096,0.3096,191754000.0,11524036000.0,6130351000.0,5393685000.0,4736415000.0,1565586000.0,-104895000.0,,-213286000.0,285600775.0,0.5862434883272236,,7.814865418773056,,-16.77715786019035,,-33.60658247225412,,-35.693090909090905,,-35.5,,-35.5,,-27.80346385542169,,0.3228358575886798,,-1.035803615909174,,1.9130502804189677,,0.2575648563675862,,-5.464863301428848,,-375.17051416579227,,,,-19.975249613275206,,-0.29936570216653463,
2025-09-30,1173047000.0,827239000.0,345808000.0,285805000.0,178418000.0,0.6246,0.6246,308063000.0,11726212000.0,6194339000.0,5531873000.0,4708214000.0,1491181000.0,187856000.0,,-243916000.0,285651617.0,12.503392709343352,,4.8336262842210775,,36.370376212635065,,64.74239996310942,,101.78009997511933,,101.74418604651166,,101.74418604651166,,60.65531879387132,,1.7543853559638305,,1.0437901516568955,,2.5620331925205124,,-0.5954081304108698,,-4.75253355612531,,279.0895657562324,,,,-14.360998846619093,,0.01780177242166097,
2025-12-31,1323870000.0,875341000.0,448529000.0,368823000.0,183770000.0,,,387090000.0,14504960000.0,6451081000.0,8053879000.0,4728213000.0,1750321000.0,316610000.0,,-241699000.0,,12.85737059128918,,5.814764536004709,,29.70463378522186,,29.04707755287696,,2.999697339954489,,,,,,25.65286970522263,,23.69689376245287,,4.144784455613424,,45.590453721551455,,0.4247682879325366,,17.37817206630181,,68.53866791585044,671.1785823816998,,,0.9089194640777972,31.62165144155282,,
2026-03-31,1760000000.0,981500000.0,778600000.0,729700000.0,364700000.0,1.28,1.28,740500000.0,15779500000.0,7563200000.0,8216300000.0,5111900000.0,2829400000.0,,,,284921875.0,32.94356696654505,69.7858383175767,12.127730792913848,34.10301953818828,73.5896675577276,155.53002953724976,97.84557904469081,179.25755836203598,98.45458997660118,165.23636363636362,,166.66666666666669,,166.66666666666669,91.29918106900205,178.8027108433735,8.786925300035298,37.368903430605435,17.23926579126816,22.095131272606697,2.0166804095268875,55.24603216891724,8.114841696006504,8.20560398302629,61.65034870746566,70.84830585795811,,,,,,,,-0.5363635206241322
