Date,TotalRevenue,CostOfRevenue,GrossProfit,OperatingIncome,NetIncome,BasicEPS,DilutedEPS,EBITDA,TotalAssets,TotalLiabilitiesNetMinorityInterest,TotalEquityGrossMinorityInterest,TotalDebt,CashAndCashEquivalents,FreeCashFlow,OperatingCashFlow,CapitalExpenditure,DilutedAverageShares,TotalRevenue_QoQ_pct,TotalRevenue_YoY_pct,CostOfRevenue_QoQ_pct,CostOfRevenue_YoY_pct,GrossProfit_QoQ_pct,GrossProfit_YoY_pct,OperatingIncome_QoQ_pct,OperatingIncome_YoY_pct,NetIncome_QoQ_pct,NetIncome_YoY_pct,BasicEPS_QoQ_pct,BasicEPS_YoY_pct,DilutedEPS_QoQ_pct,DilutedEPS_YoY_pct,EBITDA_QoQ_pct,EBITDA_YoY_pct,TotalAssets_QoQ_pct,TotalAssets_YoY_pct,TotalLiabilitiesNetMinorityInterest_QoQ_pct,TotalLiabilitiesNetMinorityInterest_YoY_pct,TotalEquityGrossMinorityInterest_QoQ_pct,TotalEquityGrossMinorityInterest_YoY_pct,TotalDebt_QoQ_pct,TotalDebt_YoY_pct,CashAndCashEquivalents_QoQ_pct,CashAndCashEquivalents_YoY_pct,FreeCashFlow_QoQ_pct,FreeCashFlow_YoY_pct,OperatingCashFlow_QoQ_pct,OperatingCashFlow_YoY_pct,CapitalExpenditure_QoQ_pct,CapitalExpenditure_YoY_pct,DilutedAverageShares_QoQ_pct,DilutedAverageShares_YoY_pct
2025-06-30,3161236000.0,,,,764244000.0,0.98,0.98,,45373094000.0,24294214000.0,21078880000.0,12927757000.0,2235499000.0,848357000.0,888503000.0,-40146000.0,782401237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30,2685881000.0,,,,624917000.0,0.8,0.8,,46554290000.0,25192849000.0,21361441000.0,12888785000.0,2430690000.0,1573716000.0,1597645000.0,-23929000.0,782681135.0,-15.03699818678517,,,,,,,,-18.230695955741883,,-18.3673469387755,,-18.3673469387755,,,,2.6032961296401784,,3.698967169713743,,1.3404934228004524,,-0.3014598742844563,,8.731428643000958,,85.50162254805466,,79.8131238724011,,40.39505803816071,,0.03577422769335422,
2025-12-31,3736455000.0,,,,1015201000.0,1.3,1.3,,47708975000.0,25827803000.0,21881172000.0,13306165000.0,2631241000.0,1045445000.0,1067795000.0,-22350000.0,783193449.0,39.11468899776275,,,,,,,,62.45373385585605,,62.5,,62.5,,,,2.4802977341078556,,2.520373936270566,,2.433033426911602,,3.238319205417733,,8.25078475659175,,-33.56838209689677,,-33.16443890851847,,6.598687784696393,,0.06545628571972673,
2026-03-31,3002779000.0,,,,649729000.0,0.83,0.83,,48326982000.0,26910271000.0,21416711000.0,14161851000.0,2448485000.0,957637000.0,991046000.0,-33409000.0,786296310.0,-19.635617182596874,,,,,,,,-35.999964539042026,,-36.15384615384616,,-36.15384615384616,,,,1.2953684291058443,,4.1910959286780995,,-2.1226513826590274,,6.430748453818211,,-6.9456199565148165,,-8.399102774416637,,-7.18761560037273,,-49.48098434004474,,0.3961806631505673,
2026-06-30,4187932000.0,,,,1229189000.0,1.54,1.54,,49892220000.0,27458992000.0,22433228000.0,14027316000.0,2507073000.0,1909441000.0,1941404000.0,-31963000.0,799897435.0,39.46853897672789,32.47767645313415,,,,,,,89.18487554041762,60.83724569640062,85.5421686746988,57.14285714285715,85.5421686746988,57.14285714285715,,,3.238849055378629,9.9599247078015,2.0390764552315357,13.02687956893769,4.746373054200526,6.425142132788839,-0.9499817502669672,8.50541203706103,2.3928265846023153,12.148249674904797,99.39089655057187,125.07517472007656,95.89443880506052,118.50280753131955,4.328175042653178,20.383101678872116,1.7297709307576428,2.236218090232902
